,AUC,rep,subsample,model,train_dataset,eval_dataset
0,0.5686106976704558,0,9,qsofa,hirid,mimic
0,0.5656299741780655,3,0,qsofa,hirid,mimic
0,0.5598584624117551,3,1,qsofa,hirid,mimic
0,0.5696475590731117,3,2,qsofa,hirid,mimic
0,0.553258494094517,3,3,qsofa,hirid,mimic
0,0.5725971081006042,3,4,qsofa,hirid,mimic
0,0.57353144558694,3,5,qsofa,hirid,mimic
0,0.5704069526560673,3,6,qsofa,hirid,mimic
0,0.5610970146279632,3,7,qsofa,hirid,mimic
0,0.5727168977589172,3,8,qsofa,hirid,mimic
0,0.5686106976704558,3,9,qsofa,hirid,mimic
0,0.5656299741780655,2,0,qsofa,hirid,mimic
0,0.5598584624117551,2,1,qsofa,hirid,mimic
0,0.5696475590731117,2,2,qsofa,hirid,mimic
0,0.553258494094517,2,3,qsofa,hirid,mimic
0,0.5725971081006042,2,4,qsofa,hirid,mimic
0,0.57353144558694,2,5,qsofa,hirid,mimic
0,0.5704069526560673,2,6,qsofa,hirid,mimic
0,0.5610970146279632,2,7,qsofa,hirid,mimic
0,0.5727168977589172,2,8,qsofa,hirid,mimic
0,0.5686106976704558,2,9,qsofa,hirid,mimic
0,0.5656299741780655,1,0,qsofa,hirid,mimic
0,0.5598584624117551,1,1,qsofa,hirid,mimic
0,0.5696475590731117,1,2,qsofa,hirid,mimic
0,0.553258494094517,1,3,qsofa,hirid,mimic
0,0.5725971081006042,1,4,qsofa,hirid,mimic
0,0.57353144558694,1,5,qsofa,hirid,mimic
0,0.5704069526560673,1,6,qsofa,hirid,mimic
0,0.5610970146279632,1,7,qsofa,hirid,mimic
0,0.5727168977589172,1,8,qsofa,hirid,mimic
0,0.5686106976704558,1,9,qsofa,hirid,mimic
0,0.6174690154335273,1,0,sirs,hirid,mimic
0,0.6119684644904066,1,1,sirs,hirid,mimic
0,0.5966912262635999,1,2,sirs,hirid,mimic
0,0.610250881540884,1,3,sirs,hirid,mimic
0,0.6102951699503887,1,4,sirs,hirid,mimic
0,0.6092322590713966,1,5,sirs,hirid,mimic
0,0.6095883355156653,1,6,sirs,hirid,mimic
0,0.6035603011956305,1,7,sirs,hirid,mimic
0,0.6072098704855281,1,8,sirs,hirid,mimic
0,0.6088161953057063,1,9,sirs,hirid,mimic
0,0.6174690154335273,2,0,sirs,hirid,mimic
0,0.6119684644904066,2,1,sirs,hirid,mimic
0,0.5966912262635999,2,2,sirs,hirid,mimic
0,0.610250881540884,2,3,sirs,hirid,mimic
0,0.6102951699503887,2,4,sirs,hirid,mimic
0,0.6092322590713966,2,5,sirs,hirid,mimic
0,0.6095883355156653,2,6,sirs,hirid,mimic
0,0.6035603011956305,2,7,sirs,hirid,mimic
0,0.6072098704855281,2,8,sirs,hirid,mimic
0,0.6088161953057063,2,9,sirs,hirid,mimic
0,0.6174690154335273,0,0,sirs,hirid,mimic
0,0.6119684644904066,0,1,sirs,hirid,mimic
0,0.5966912262635999,0,2,sirs,hirid,mimic
0,0.610250881540884,0,3,sirs,hirid,mimic
0,0.6102951699503887,0,4,sirs,hirid,mimic
0,0.6092322590713966,0,5,sirs,hirid,mimic
0,0.6095883355156653,0,6,sirs,hirid,mimic
0,0.6035603011956305,0,7,sirs,hirid,mimic
0,0.6072098704855281,0,8,sirs,hirid,mimic
0,0.6088161953057063,0,9,sirs,hirid,mimic
0,0.6174690154335273,3,0,sirs,hirid,mimic
0,0.6119684644904066,3,1,sirs,hirid,mimic
0,0.5966912262635999,3,2,sirs,hirid,mimic
0,0.610250881540884,3,3,sirs,hirid,mimic
0,0.6102951699503887,3,4,sirs,hirid,mimic
0,0.6092322590713966,3,5,sirs,hirid,mimic
0,0.6095883355156653,3,6,sirs,hirid,mimic
0,0.6035603011956305,3,7,sirs,hirid,mimic
0,0.6072098704855281,3,8,sirs,hirid,mimic
0,0.6088161953057063,3,9,sirs,hirid,mimic
0,0.6174690154335273,4,0,sirs,hirid,mimic
0,0.6119684644904066,4,1,sirs,hirid,mimic
0,0.5966912262635999,4,2,sirs,hirid,mimic
0,0.610250881540884,4,3,sirs,hirid,mimic
0,0.6102951699503887,4,4,sirs,hirid,mimic
0,0.6092322590713966,4,5,sirs,hirid,mimic
0,0.6095883355156653,4,6,sirs,hirid,mimic
0,0.6035603011956305,4,7,sirs,hirid,mimic
0,0.6072098704855281,4,8,sirs,hirid,mimic
0,0.6088161953057063,4,9,sirs,hirid,mimic
0,0.694476713798587,4,0,sofa,hirid,mimic
0,0.6925356709604735,4,1,sofa,hirid,mimic
0,0.6942860738175578,4,2,sofa,hirid,mimic
0,0.6905915858468025,4,3,sofa,hirid,mimic
0,0.6908008574775488,4,4,sofa,hirid,mimic
0,0.6904635568575443,4,5,sofa,hirid,mimic
0,0.6948149100452456,4,6,sofa,hirid,mimic
0,0.6893156184158453,4,7,sofa,hirid,mimic
0,0.6952878896124447,4,8,sofa,hirid,mimic
0,0.6998866346118159,4,9,sofa,hirid,mimic
0,0.694476713798587,0,0,sofa,hirid,mimic
0,0.6925356709604735,0,1,sofa,hirid,mimic
0,0.6942860738175578,0,2,sofa,hirid,mimic
0,0.6905915858468025,0,3,sofa,hirid,mimic
0,0.6908008574775488,0,4,sofa,hirid,mimic
0,0.6904635568575443,0,5,sofa,hirid,mimic
0,0.6948149100452456,0,6,sofa,hirid,mimic
0,0.6893156184158453,0,7,sofa,hirid,mimic
0,0.6952878896124447,0,8,sofa,hirid,mimic
0,0.6998866346118159,0,9,sofa,hirid,mimic
0,0.694476713798587,3,0,sofa,hirid,mimic
0,0.6925356709604735,3,1,sofa,hirid,mimic
0,0.6942860738175578,3,2,sofa,hirid,mimic
0,0.6905915858468025,3,3,sofa,hirid,mimic
0,0.6908008574775488,3,4,sofa,hirid,mimic
0,0.6904635568575443,3,5,sofa,hirid,mimic
0,0.6948149100452456,3,6,sofa,hirid,mimic
0,0.6893156184158453,3,7,sofa,hirid,mimic
0,0.6952878896124447,3,8,sofa,hirid,mimic
0,0.6998866346118159,3,9,sofa,hirid,mimic
0,0.694476713798587,2,0,sofa,hirid,mimic
0,0.6925356709604735,2,1,sofa,hirid,mimic
0,0.6942860738175578,2,2,sofa,hirid,mimic
0,0.6905915858468025,2,3,sofa,hirid,mimic
0,0.6908008574775488,2,4,sofa,hirid,mimic
0,0.6904635568575443,2,5,sofa,hirid,mimic
0,0.6948149100452456,2,6,sofa,hirid,mimic
0,0.6893156184158453,2,7,sofa,hirid,mimic
0,0.6952878896124447,2,8,sofa,hirid,mimic
0,0.6998866346118159,2,9,sofa,hirid,mimic
0,0.694476713798587,1,0,sofa,hirid,mimic
0,0.6925356709604735,1,1,sofa,hirid,mimic
0,0.6942860738175578,1,2,sofa,hirid,mimic
0,0.6905915858468025,1,3,sofa,hirid,mimic
0,0.6908008574775488,1,4,sofa,hirid,mimic
0,0.6904635568575443,1,5,sofa,hirid,mimic
0,0.6948149100452456,1,6,sofa,hirid,mimic
0,0.6893156184158453,1,7,sofa,hirid,mimic
0,0.6952878896124447,1,8,sofa,hirid,mimic
0,0.6998866346118159,1,9,sofa,hirid,mimic
0,0.7807380943199493,3,0,AttentionModel,mimic,aumc
0,0.7746946398841865,3,1,AttentionModel,mimic,aumc
0,0.7798618243000432,3,2,AttentionModel,mimic,aumc
0,0.789237810372871,3,3,AttentionModel,mimic,aumc
0,0.7838986027645374,3,4,AttentionModel,mimic,aumc
0,0.7862395757976954,3,5,AttentionModel,mimic,aumc
0,0.7716061188010475,3,6,AttentionModel,mimic,aumc
0,0.7785486937092351,3,7,AttentionModel,mimic,aumc
0,0.7682800307641198,3,8,AttentionModel,mimic,aumc
0,0.7727607457077215,3,9,AttentionModel,mimic,aumc
0,0.7756637245042247,1,0,AttentionModel,mimic,aumc
0,0.774688357161674,1,1,AttentionModel,mimic,aumc
0,0.7804900359716602,1,2,AttentionModel,mimic,aumc
0,0.7876918550720042,1,3,AttentionModel,mimic,aumc
0,0.7816990820543943,1,4,AttentionModel,mimic,aumc
0,0.7842977946872844,1,5,AttentionModel,mimic,aumc
0,0.7732409596710323,1,6,AttentionModel,mimic,aumc
0,0.7756911862267499,1,7,AttentionModel,mimic,aumc
0,0.7661141662032778,1,8,AttentionModel,mimic,aumc
0,0.7719494904563635,1,9,AttentionModel,mimic,aumc
0,0.8387195161013427,2,0,AttentionModel,mimic,aumc
0,0.8316943258127732,2,1,AttentionModel,mimic,aumc
0,0.837803269378635,2,2,AttentionModel,mimic,aumc
0,0.8561870739356789,2,3,AttentionModel,mimic,aumc
0,0.8487371328123432,2,4,AttentionModel,mimic,aumc
0,0.8433600439564329,2,5,AttentionModel,mimic,aumc
0,0.835180458099845,2,6,AttentionModel,mimic,aumc
0,0.8380499477640906,2,7,AttentionModel,mimic,aumc
0,0.829134687600449,2,8,AttentionModel,mimic,aumc
0,0.8335022158729697,2,9,AttentionModel,mimic,aumc
0,0.8124899725971271,4,0,AttentionModel,mimic,aumc
0,0.8039813949804598,4,1,AttentionModel,mimic,aumc
0,0.8093440794594523,4,2,AttentionModel,mimic,aumc
0,0.8240990038257694,4,3,AttentionModel,mimic,aumc
0,0.8141500983308918,4,4,AttentionModel,mimic,aumc
0,0.8155994355831468,4,5,AttentionModel,mimic,aumc
0,0.8023346964490954,4,6,AttentionModel,mimic,aumc
0,0.8074013735633652,4,7,AttentionModel,mimic,aumc
0,0.7954019987997563,4,8,AttentionModel,mimic,aumc
0,0.8020821391549162,4,9,AttentionModel,mimic,aumc
0,0.7940380975376633,0,0,AttentionModel,mimic,aumc
0,0.7898079092037944,0,1,AttentionModel,mimic,aumc
0,0.7892012567417166,0,2,AttentionModel,mimic,aumc
0,0.7992649916783467,0,3,AttentionModel,mimic,aumc
0,0.7965552290903484,0,4,AttentionModel,mimic,aumc
0,0.7995268027296907,0,5,AttentionModel,mimic,aumc
0,0.7835291132010895,0,6,AttentionModel,mimic,aumc
0,0.7944697842080427,0,7,AttentionModel,mimic,aumc
0,0.7875368498856311,0,8,AttentionModel,mimic,aumc
0,0.7850718591779107,0,9,AttentionModel,mimic,aumc
0,0.7248560611032431,3,0,GRUModel,mimic,aumc
0,0.722629571631051,3,1,GRUModel,mimic,aumc
0,0.7332363584959911,3,2,GRUModel,mimic,aumc
0,0.7332244685044718,3,3,GRUModel,mimic,aumc
0,0.7291628886958328,3,4,GRUModel,mimic,aumc
0,0.7315624865378797,3,5,GRUModel,mimic,aumc
0,0.7240177116068574,3,6,GRUModel,mimic,aumc
0,0.7284550857861742,3,7,GRUModel,mimic,aumc
0,0.7041154897984816,3,8,GRUModel,mimic,aumc
0,0.7025631951209271,3,9,GRUModel,mimic,aumc
0,0.7408305849770659,2,0,GRUModel,mimic,aumc
0,0.7348497978835299,2,1,GRUModel,mimic,aumc
0,0.74986666958925,2,2,GRUModel,mimic,aumc
0,0.7490415914759234,2,3,GRUModel,mimic,aumc
0,0.741599610857527,2,4,GRUModel,mimic,aumc
0,0.749140095172862,2,5,GRUModel,mimic,aumc
0,0.7372176176679986,2,6,GRUModel,mimic,aumc
0,0.7441011220233036,2,7,GRUModel,mimic,aumc
0,0.7196232828232667,2,8,GRUModel,mimic,aumc
0,0.7203052145840266,2,9,GRUModel,mimic,aumc
0,0.7009743282466241,0,0,GRUModel,mimic,aumc
0,0.6949003717074502,0,1,GRUModel,mimic,aumc
0,0.7099749317042037,0,2,GRUModel,mimic,aumc
0,0.7064046440639631,0,3,GRUModel,mimic,aumc
0,0.7054861762856105,0,4,GRUModel,mimic,aumc
0,0.7081731386539127,0,5,GRUModel,mimic,aumc
0,0.6940230174095736,0,6,GRUModel,mimic,aumc
0,0.7030972135747257,0,7,GRUModel,mimic,aumc
0,0.6837038708372081,0,8,GRUModel,mimic,aumc
0,0.6721711323511756,0,9,GRUModel,mimic,aumc
0,0.7315880167771518,4,0,GRUModel,mimic,aumc
0,0.7352241803505132,4,1,GRUModel,mimic,aumc
0,0.7492144483166993,4,2,GRUModel,mimic,aumc
0,0.744756908499008,4,3,GRUModel,mimic,aumc
0,0.7411348388599239,4,4,GRUModel,mimic,aumc
0,0.7448983249567356,4,5,GRUModel,mimic,aumc
0,0.7270791050127481,4,6,GRUModel,mimic,aumc
0,0.7356140435342202,4,7,GRUModel,mimic,aumc
0,0.7139697249952105,4,8,GRUModel,mimic,aumc
0,0.7109152048031563,4,9,GRUModel,mimic,aumc
0,0.7156941977497335,1,0,GRUModel,mimic,aumc
0,0.7039339468752921,1,1,GRUModel,mimic,aumc
0,0.7251005163657138,1,2,GRUModel,mimic,aumc
0,0.710488070874582,1,3,GRUModel,mimic,aumc
0,0.7200696882663866,1,4,GRUModel,mimic,aumc
0,0.718560589752026,1,5,GRUModel,mimic,aumc
0,0.7076655803436076,1,6,GRUModel,mimic,aumc
0,0.7125730720569601,1,7,GRUModel,mimic,aumc
0,0.6941199367961419,1,8,GRUModel,mimic,aumc
0,0.687712412018038,1,9,GRUModel,mimic,aumc
0,0.676771571413108,4,0,lgbm,mimic,aumc
0,0.6942899398519304,4,1,lgbm,mimic,aumc
0,0.6886915995641253,4,2,lgbm,mimic,aumc
0,0.699140901467123,4,3,lgbm,mimic,aumc
0,0.6830694976329319,4,4,lgbm,mimic,aumc
0,0.6938294264002974,4,5,lgbm,mimic,aumc
0,0.7044116516100237,4,6,lgbm,mimic,aumc
0,0.6928754655136397,4,7,lgbm,mimic,aumc
0,0.6817906672535009,4,8,lgbm,mimic,aumc
0,0.6902777582561306,4,9,lgbm,mimic,aumc
0,0.730560995248662,3,0,lgbm,mimic,aumc
0,0.7504614567453545,3,1,lgbm,mimic,aumc
0,0.7384029623601827,3,2,lgbm,mimic,aumc
0,0.7453697995452682,3,3,lgbm,mimic,aumc
0,0.7347321663130104,3,4,lgbm,mimic,aumc
0,0.7342644689212223,3,5,lgbm,mimic,aumc
0,0.7468125113639758,3,6,lgbm,mimic,aumc
0,0.7396884467707086,3,7,lgbm,mimic,aumc
0,0.7251664095673125,3,8,lgbm,mimic,aumc
0,0.7391088636415903,3,9,lgbm,mimic,aumc
0,0.7327873972190679,0,0,lgbm,mimic,aumc
0,0.7410266091918208,0,1,lgbm,mimic,aumc
0,0.7360663510793035,0,2,lgbm,mimic,aumc
0,0.7552993796553726,0,3,lgbm,mimic,aumc
0,0.7391942855585908,0,4,lgbm,mimic,aumc
0,0.7401511586590512,0,5,lgbm,mimic,aumc
0,0.755048956555064,0,6,lgbm,mimic,aumc
0,0.7424274951837337,0,7,lgbm,mimic,aumc
0,0.729373901626585,0,8,lgbm,mimic,aumc
0,0.7428347066771552,0,9,lgbm,mimic,aumc
0,0.7122712120866612,1,0,lgbm,mimic,aumc
0,0.7084295840140616,1,1,lgbm,mimic,aumc
0,0.7231364537577557,1,2,lgbm,mimic,aumc
0,0.7283403047946557,1,3,lgbm,mimic,aumc
0,0.7175521849583455,1,4,lgbm,mimic,aumc
0,0.714582210799478,1,5,lgbm,mimic,aumc
0,0.7257710927833437,1,6,lgbm,mimic,aumc
0,0.7232543533517575,1,7,lgbm,mimic,aumc
0,0.7078172957705425,1,8,lgbm,mimic,aumc
0,0.7167446259198401,1,9,lgbm,mimic,aumc
0,0.7191644200090415,2,0,lgbm,mimic,aumc
0,0.7252101528020914,2,1,lgbm,mimic,aumc
0,0.7235963433920576,2,2,lgbm,mimic,aumc
0,0.7306587568251721,2,3,lgbm,mimic,aumc
0,0.7223505303447305,2,4,lgbm,mimic,aumc
0,0.7223521302367559,2,5,lgbm,mimic,aumc
0,0.7294183431865798,2,6,lgbm,mimic,aumc
0,0.7161637639911695,2,7,lgbm,mimic,aumc
0,0.7183614877273774,2,8,lgbm,mimic,aumc
0,0.7213486521678609,2,9,lgbm,mimic,aumc
0,0.46239044977977306,2,0,lr,mimic,aumc
0,0.4693249060646657,2,1,lr,mimic,aumc
0,0.45439178916452344,2,2,lr,mimic,aumc
0,0.46410252138289865,2,3,lr,mimic,aumc
0,0.4644782306936044,2,4,lr,mimic,aumc
0,0.4692782247593463,2,5,lr,mimic,aumc
0,0.4716613363561927,2,6,lr,mimic,aumc
0,0.4781787679484987,2,7,lr,mimic,aumc
0,0.4674304110330636,2,8,lr,mimic,aumc
0,0.474933164817111,2,9,lr,mimic,aumc
0,0.45604837219987243,1,0,lr,mimic,aumc
0,0.4643358688956929,1,1,lr,mimic,aumc
0,0.44654995110527496,1,2,lr,mimic,aumc
0,0.46005308183603644,1,3,lr,mimic,aumc
0,0.4566648748698708,1,4,lr,mimic,aumc
0,0.46209197596089724,1,5,lr,mimic,aumc
0,0.46170247264264647,1,6,lr,mimic,aumc
0,0.46659840482999065,1,7,lr,mimic,aumc
0,0.45734942719836363,1,8,lr,mimic,aumc
0,0.4656279408104981,1,9,lr,mimic,aumc
0,0.4520198496195298,3,0,lr,mimic,aumc
0,0.4582537420836277,3,1,lr,mimic,aumc
0,0.44390510231837,3,2,lr,mimic,aumc
0,0.45456084299526367,3,3,lr,mimic,aumc
0,0.45287412182596204,3,4,lr,mimic,aumc
0,0.461107825585861,3,5,lr,mimic,aumc
0,0.46187110991035457,3,6,lr,mimic,aumc
0,0.46973446675499086,3,7,lr,mimic,aumc
0,0.4597032082477172,3,8,lr,mimic,aumc
0,0.4670486885273127,3,9,lr,mimic,aumc
0,0.46785791793688675,0,0,lr,mimic,aumc
0,0.4770880730410853,0,1,lr,mimic,aumc
0,0.46079613245813905,0,2,lr,mimic,aumc
0,0.4722996444911202,0,3,lr,mimic,aumc
0,0.47033801332776504,0,4,lr,mimic,aumc
0,0.4760468788041235,0,5,lr,mimic,aumc
0,0.4769815497802137,0,6,lr,mimic,aumc
0,0.48190181646476454,0,7,lr,mimic,aumc
0,0.47229914980477217,0,8,lr,mimic,aumc
0,0.47834883756640384,0,9,lr,mimic,aumc
0,0.4588575943190683,4,0,lr,mimic,aumc
0,0.4662504529199145,4,1,lr,mimic,aumc
0,0.45017695215870923,4,2,lr,mimic,aumc
0,0.4627773045297473,4,3,lr,mimic,aumc
0,0.46056168735785646,4,4,lr,mimic,aumc
0,0.4654319001114925,4,5,lr,mimic,aumc
0,0.4656834839824509,4,6,lr,mimic,aumc
0,0.47348538538410334,4,7,lr,mimic,aumc
0,0.4629620718167263,4,8,lr,mimic,aumc
0,0.4721469956776033,4,9,lr,mimic,aumc
0,0.7226933861423346,2,0,mews,mimic,aumc
0,0.7215210331215478,2,1,mews,mimic,aumc
0,0.7216733162154895,2,2,mews,mimic,aumc
0,0.7337039363919309,2,3,mews,mimic,aumc
0,0.7155828620247713,2,4,mews,mimic,aumc
0,0.713786971620159,2,5,mews,mimic,aumc
0,0.71639036414874,2,6,mews,mimic,aumc
0,0.7170942527705187,2,7,mews,mimic,aumc
0,0.7120696131836846,2,8,mews,mimic,aumc
0,0.707389722435048,2,9,mews,mimic,aumc
0,0.7226933861423346,1,0,mews,mimic,aumc
0,0.7215210331215478,1,1,mews,mimic,aumc
0,0.7216733162154895,1,2,mews,mimic,aumc
0,0.7337039363919309,1,3,mews,mimic,aumc
0,0.7155828620247713,1,4,mews,mimic,aumc
0,0.713786971620159,1,5,mews,mimic,aumc
0,0.71639036414874,1,6,mews,mimic,aumc
0,0.7170942527705187,1,7,mews,mimic,aumc
0,0.7120696131836846,1,8,mews,mimic,aumc
0,0.707389722435048,1,9,mews,mimic,aumc
0,0.7226933861423346,0,0,mews,mimic,aumc
0,0.7215210331215478,0,1,mews,mimic,aumc
0,0.7216733162154895,0,2,mews,mimic,aumc
0,0.7337039363919309,0,3,mews,mimic,aumc
0,0.7155828620247713,0,4,mews,mimic,aumc
0,0.713786971620159,0,5,mews,mimic,aumc
0,0.71639036414874,0,6,mews,mimic,aumc
0,0.7170942527705187,0,7,mews,mimic,aumc
0,0.7120696131836846,0,8,mews,mimic,aumc
0,0.707389722435048,0,9,mews,mimic,aumc
0,0.7226933861423346,3,0,mews,mimic,aumc
0,0.7215210331215478,3,1,mews,mimic,aumc
0,0.7216733162154895,3,2,mews,mimic,aumc
0,0.7337039363919309,3,3,mews,mimic,aumc
0,0.7155828620247713,3,4,mews,mimic,aumc
0,0.713786971620159,3,5,mews,mimic,aumc
0,0.71639036414874,3,6,mews,mimic,aumc
0,0.7170942527705187,3,7,mews,mimic,aumc
0,0.7120696131836846,3,8,mews,mimic,aumc
0,0.707389722435048,3,9,mews,mimic,aumc
0,0.7226933861423346,4,0,mews,mimic,aumc
0,0.7215210331215478,4,1,mews,mimic,aumc
0,0.7216733162154895,4,2,mews,mimic,aumc
0,0.7337039363919309,4,3,mews,mimic,aumc
0,0.7155828620247713,4,4,mews,mimic,aumc
0,0.713786971620159,4,5,mews,mimic,aumc
0,0.71639036414874,4,6,mews,mimic,aumc
0,0.7170942527705187,4,7,mews,mimic,aumc
0,0.7120696131836846,4,8,mews,mimic,aumc
0,0.707389722435048,4,9,mews,mimic,aumc
0,0.7292771180354524,1,0,news,mimic,aumc
0,0.7332832037771315,1,1,news,mimic,aumc
0,0.7218546568605679,1,2,news,mimic,aumc
0,0.7361217314924328,1,3,news,mimic,aumc
0,0.7315551595100742,1,4,news,mimic,aumc
0,0.7239304311969121,1,5,news,mimic,aumc
0,0.7393346375797287,1,6,news,mimic,aumc
0,0.7312721728841628,1,7,news,mimic,aumc
0,0.734365049667819,1,8,news,mimic,aumc
0,0.71811023030775,1,9,news,mimic,aumc
0,0.7292771180354524,2,0,news,mimic,aumc
0,0.7332832037771315,2,1,news,mimic,aumc
0,0.7218546568605679,2,2,news,mimic,aumc
0,0.7361217314924328,2,3,news,mimic,aumc
0,0.7315551595100742,2,4,news,mimic,aumc
0,0.7239304311969121,2,5,news,mimic,aumc
0,0.7393346375797287,2,6,news,mimic,aumc
0,0.7312721728841628,2,7,news,mimic,aumc
0,0.734365049667819,2,8,news,mimic,aumc
0,0.71811023030775,2,9,news,mimic,aumc
0,0.7292771180354524,0,0,news,mimic,aumc
0,0.7332832037771315,0,1,news,mimic,aumc
0,0.7218546568605679,0,2,news,mimic,aumc
0,0.7361217314924328,0,3,news,mimic,aumc
0,0.7315551595100742,0,4,news,mimic,aumc
0,0.7239304311969121,0,5,news,mimic,aumc
0,0.7393346375797287,0,6,news,mimic,aumc
0,0.7312721728841628,0,7,news,mimic,aumc
0,0.734365049667819,0,8,news,mimic,aumc
0,0.71811023030775,0,9,news,mimic,aumc
0,0.7292771180354524,3,0,news,mimic,aumc
0,0.7332832037771315,3,1,news,mimic,aumc
0,0.7218546568605679,3,2,news,mimic,aumc
0,0.7361217314924328,3,3,news,mimic,aumc
0,0.7315551595100742,3,4,news,mimic,aumc
0,0.7239304311969121,3,5,news,mimic,aumc
0,0.7393346375797287,3,6,news,mimic,aumc
0,0.7312721728841628,3,7,news,mimic,aumc
0,0.734365049667819,3,8,news,mimic,aumc
0,0.71811023030775,3,9,news,mimic,aumc
0,0.7292771180354524,4,0,news,mimic,aumc
0,0.7332832037771315,4,1,news,mimic,aumc
0,0.7218546568605679,4,2,news,mimic,aumc
0,0.7361217314924328,4,3,news,mimic,aumc
0,0.7315551595100742,4,4,news,mimic,aumc
0,0.7239304311969121,4,5,news,mimic,aumc
0,0.7393346375797287,4,6,news,mimic,aumc
0,0.7312721728841628,4,7,news,mimic,aumc
0,0.734365049667819,4,8,news,mimic,aumc
0,0.71811023030775,4,9,news,mimic,aumc
0,0.6547327573296421,4,0,qsofa,mimic,aumc
0,0.634752464799609,4,1,qsofa,mimic,aumc
0,0.6460776902783298,4,2,qsofa,mimic,aumc
0,0.6572401430385949,4,3,qsofa,mimic,aumc
0,0.6449910189949486,4,4,qsofa,mimic,aumc
0,0.6455837634267557,4,5,qsofa,mimic,aumc
0,0.6585851729057419,4,6,qsofa,mimic,aumc
0,0.6457784631035319,4,7,qsofa,mimic,aumc
0,0.6444969167397169,4,8,qsofa,mimic,aumc
0,0.6367784951910556,4,9,qsofa,mimic,aumc
0,0.6547327573296421,0,0,qsofa,mimic,aumc
0,0.634752464799609,0,1,qsofa,mimic,aumc
0,0.6460776902783298,0,2,qsofa,mimic,aumc
0,0.6572401430385949,0,3,qsofa,mimic,aumc
0,0.6449910189949486,0,4,qsofa,mimic,aumc
0,0.6455837634267557,0,5,qsofa,mimic,aumc
0,0.6585851729057419,0,6,qsofa,mimic,aumc
0,0.6457784631035319,0,7,qsofa,mimic,aumc
0,0.6444969167397169,0,8,qsofa,mimic,aumc
0,0.6367784951910556,0,9,qsofa,mimic,aumc
0,0.6547327573296421,3,0,qsofa,mimic,aumc
0,0.634752464799609,3,1,qsofa,mimic,aumc
0,0.6460776902783298,3,2,qsofa,mimic,aumc
0,0.6572401430385949,3,3,qsofa,mimic,aumc
0,0.6449910189949486,3,4,qsofa,mimic,aumc
0,0.6455837634267557,3,5,qsofa,mimic,aumc
0,0.6585851729057419,3,6,qsofa,mimic,aumc
0,0.6457784631035319,3,7,qsofa,mimic,aumc
0,0.6444969167397169,3,8,qsofa,mimic,aumc
0,0.6367784951910556,3,9,qsofa,mimic,aumc
0,0.6547327573296421,2,0,qsofa,mimic,aumc
0,0.634752464799609,2,1,qsofa,mimic,aumc
0,0.6460776902783298,2,2,qsofa,mimic,aumc
0,0.6572401430385949,2,3,qsofa,mimic,aumc
0,0.6449910189949486,2,4,qsofa,mimic,aumc
0,0.6455837634267557,2,5,qsofa,mimic,aumc
0,0.6585851729057419,2,6,qsofa,mimic,aumc
0,0.6457784631035319,2,7,qsofa,mimic,aumc
0,0.6444969167397169,2,8,qsofa,mimic,aumc
0,0.6367784951910556,2,9,qsofa,mimic,aumc
0,0.6547327573296421,1,0,qsofa,mimic,aumc
0,0.634752464799609,1,1,qsofa,mimic,aumc
0,0.6460776902783298,1,2,qsofa,mimic,aumc
0,0.6572401430385949,1,3,qsofa,mimic,aumc
0,0.6449910189949486,1,4,qsofa,mimic,aumc
0,0.6455837634267557,1,5,qsofa,mimic,aumc
0,0.6585851729057419,1,6,qsofa,mimic,aumc
0,0.6457784631035319,1,7,qsofa,mimic,aumc
0,0.6444969167397169,1,8,qsofa,mimic,aumc
0,0.6367784951910556,1,9,qsofa,mimic,aumc
0,0.6476045902816974,4,0,sirs,mimic,aumc
0,0.6330025456720959,4,1,sirs,mimic,aumc
0,0.6401317730463618,4,2,sirs,mimic,aumc
0,0.646948529436743,4,3,sirs,mimic,aumc
0,0.6301205152475453,4,4,sirs,mimic,aumc
0,0.6377872618863261,4,5,sirs,mimic,aumc
0,0.6415327187427617,4,6,sirs,mimic,aumc
0,0.6384370789049936,4,7,sirs,mimic,aumc
0,0.6409925733291229,4,8,sirs,mimic,aumc
0,0.630384314449401,4,9,sirs,mimic,aumc
0,0.6476045902816974,0,0,sirs,mimic,aumc
0,0.6330025456720959,0,1,sirs,mimic,aumc
0,0.6401317730463618,0,2,sirs,mimic,aumc
0,0.646948529436743,0,3,sirs,mimic,aumc
0,0.6301205152475453,0,4,sirs,mimic,aumc
0,0.6377872618863261,0,5,sirs,mimic,aumc
0,0.6415327187427617,0,6,sirs,mimic,aumc
0,0.6384370789049936,0,7,sirs,mimic,aumc
0,0.6409925733291229,0,8,sirs,mimic,aumc
0,0.630384314449401,0,9,sirs,mimic,aumc
0,0.6476045902816974,3,0,sirs,mimic,aumc
0,0.6330025456720959,3,1,sirs,mimic,aumc
0,0.6401317730463618,3,2,sirs,mimic,aumc
0,0.646948529436743,3,3,sirs,mimic,aumc
0,0.6301205152475453,3,4,sirs,mimic,aumc
0,0.6377872618863261,3,5,sirs,mimic,aumc
0,0.6415327187427617,3,6,sirs,mimic,aumc
0,0.6384370789049936,3,7,sirs,mimic,aumc
0,0.6409925733291229,3,8,sirs,mimic,aumc
0,0.630384314449401,3,9,sirs,mimic,aumc
0,0.6476045902816974,2,0,sirs,mimic,aumc
0,0.6330025456720959,2,1,sirs,mimic,aumc
